ле0000007671                            4013474116425000010007,8302022  0
ле0000007671                            7070866008659000010008,8602022  0
ле0000007671                            5200321011135000010007,7102022  0
ле0000007671                            8050762830744000010010,5002022  0
ле0000007671                            8032472009382000010008,9302022  0
ле0000007671                            4021354031584000010006,2702022  0
ле0000007671                            5202888282065000010005,3002022  0
ле0000007671                            5203957100006000010009,7002022  0
ле0000007671                            5205122001798000010005,3502022  0
ле0000007671                            5205122002832000010009,1002022  0
ле0000007671                            033984004306 000010008,6302022  0
ле0000007671                            033984017351 000010016,1002022  0
