ле0000007988                            3282770209440000010009,7002023  0
ле0000007988                            3282770037050000010010,4602023  0
ле0000007988                            3282770025224000010012,6802023  0
ле0000007988                            3282770208764000010014,4902023  0
ле0000007988                            3282770071320000010004,6202023  0
ле0000007988                            3282770138900000010011,2202023  0
ле0000007988                            8033661800834000010007,5002023  0
ле0000007988                            3282770140521000010013,9902023  0
ле0000007988                            4049649000930000010010,3402023  0
ле0000007988                            5200346210025000010007,5202023  0
ле0000007988                            3282770073072000010012,0402023  0
ле0000007988                            5201279011604000010006,2002023  0
ле0000007988                            3282779310741000010013,6202023  0
ле0000007988                            3282770153200000010027,7702023  0
ле0000007988                            3282770153170000010025,7102023  0
ле0000007988                            7391899833576000010008,6002023  0
ле0000007988                            3522930002536000010017,2502023  0
ле0000007988                            3577056026164000010004,1502023  0
ле0000007988                            3577056021107000010004,6902023  0
ле0000007988                            3577057054661000010004,1502023  0
ле0000007988                            5213000521443000010004,5002023  0
ле0000007988                            5213000524352000010007,1002023  0
ле0000007988                            5204799010010000010018,9402023  0
ле0000007988                            5201314068471000010007,0802023  0
ле0000007988                            5205122002320000010006,9502023  0
ле0000007988                            5200321011050000010010,1002023  0
