ле0000009220                            5205152004547000020011,2002024  0
ле0000009220                            5202888281051000010004,7602024  0
ле0000009220                            5019781000739000010009,8602024  0
ле0000009220                            8001090915252000010046,2702024  0
ле0000009220                            4030963129834000010011,4002024  0
ле0000009220                            3282770108965000010009,4102024  0
ле0000009220                            4021354031584000010007,1502024  0
ле0000009220                            5205152008606000010007,0002024  0
ле0000009220                            5205152004523000010011,5002024  0
ле0000009220                            5203069054655000010009,5002024  0
ле0000009220                            4054596535503000010008,9302024  0
ле0000009220                            8001841906850000010015,5302024  0
ле0000009220                            8006540795842000010009,5602024  0
