ле0000000129                            1306201815146000010014,8702025  0
ле0000000129                            5206856000071000010013,7002025  0
ле0000000129                            5202888281006000010004,4402025  0
ле0000000129                            4013474117248000010008,9402025  0
ле0000000129                            8470001631695000010017,8602025  0
ле0000000129                            5055148403508000010020,1302025  0
ле0000000129                            3337875816847000010012,2702025  0
ле0000000129                            5702071389262000010013,4302025  0
ле0000000129                            4210201415381000010098,4902025  0
ле0000000129                            5205122002948000010009,5002025  0
ле0000000129                            5011025014007000010008,0102025  0
ле0000000129                            5203622093824000010011,8202025  0
ле0000000129                            8006540795842000010009,5602025  0
