ле0000009456                            3282770393408000010027,6102025  0
ле0000009456                            5214000579007000010006,0802025  0
ле0000009456                            5205152008606000010007,0002025  0
ле0000009456                            03398401056  000010016,7002025  0
ле0000009456                            4032651216116000010005,3002025  0
ле0000009456                            5203622265788000010010,6302025  0
ле0000009456                            4021354037548000010010,1502025  0
ле0000009456                            5202888221187000010010,1002025  0
ле0000009456                            5202888223259000010017,6002025  0
ле0000009456                            5202888281051000010004,7602025  0
ле0000009456                            5702071389262000010013,4302025  0
