ле0000007652                            3282770209495000010007,8902022  0
ле0000007652                            5202888271069000010013,7002022  0
ле0000007652                            4013474116548000010016,2202022  0
ле0000007652                            5205152015772000010010,1602022  0
ле0000007652                                         000010005,5002022  0
ле0000007652                            5205152000037000010004,0002022  0
ле0000007652                            5055148400217000010013,0002022  0
ле0000007652                            3337872411083000010007,9502022  0
ле0000007652                            9120015780122000010001,3702022  0
ле0000007652                            5203036002283000010001,4202022  0
ле0000007652                            4719003690052000010036,0002022  0
ле0000007652               189150902    2801891509027000010001,4402022  0
ле0000007652               206820202    2802068202024000010002,9302022  0
ле0000007652               309130203    2803091302033000010009,6602022  0
ле0000007652               309130303    2803091303030000010013,6102022  0
ле0000007652                            5206680000827000010012,7402022  0
ле0000007652               305910101    2803059101012000010004,9602022  0
ле0000007652                            033984017351 000010016,1002022  0
ле0000007652               321470206    2803214702061000010007,9902022  0
