ле0000009137                            5206938000272000010006,3702024  0
ле0000009137                            5213010811725000010006,6002024  0
ле0000009137                            5205152016946000010008,2502024  0
ле0000009137                            5205152001942000010007,0502024  0
ле0000009137                            5391520948473000010010,1502024  0
ле0000009137                            5205122000647000010005,3502024  0
ле0000009137                            5027314505002000010007,5302024  0
ле0000009137                            8012992009147000010007,1102024  0
ле0000009137                            4031678036257000010008,4002024  0
ле0000009137                            4031678020096000010001,5002024  0
