ле0000008333                            1306201815146000010013,0002023  0
ле0000008333                            5201279049324000010010,1002023  0
ле0000008333                            5201314168201000010018,1202023  0
ле0000008333                            5702071389262000010013,4302023  0
ле0000008333                            3522930004073000010007,0002023  0
ле0000008333               125580103    2801255801033000010009,9902023  0
ле0000008333                            3282770148046000010011,2202023  0
ле0000008333                            5205152016946000010008,2502023  0
ле0000008333                            5205152011453000010002,7802023  0
ле0000008333                            5205152004486000010005,8502023  0
ле0000008333                            5206609300816000010006,7502023  0
ле0000008333               005531301    2800055313012000010003,4802023  0
ле0000008333                            5010058089792000010010,3102023  0
