ле0000007656                            5201279081621000010009,0602022  0
ле0000007656                            3282770139204000010007,6002022  0
ле0000007656                            5206938002399000010009,0802022  0
ле0000007656                            8008843131235000010007,8002022  0
ле0000007656                            1921506      000010005,8502022  0
ле0000007656                            5205152000037000010004,0002022  0
ле0000007656                            5205152002338000010006,6202022  0
ле0000007656                            5205152003397000010004,1702022  0
ле0000007656               227440104    2802274401044000010004,7002022  0
ле0000007656               230950106    2802309501060000010011,0002022  0
ле0000007656                            5200309852118000010012,5202022  0
ле0000007656                            4103040136954000010005,4402022  0
