ле0000008393                            5206676019833000010027,2002023  0
ле0000008393                            8032472009399000010010,4202023  0
ле0000008393                            5201279004026000010003,6002023  0
ле0000008393                            5011321914834000010005,9702023  0
ле0000008393                            5202888282089000010005,7702023  0
ле0000008393                            5202888100093000010012,6102023  0
ле0000008393                            8032956140044000010002,0002023  0
ле0000008393                            733739022004 000010023,5502023  0
ле0000008393                            0033984033108000010010,1302023  0
ле0000008393                            5202888281013000010004,4902023  0
ле0000008393                            5391520948275000010005,2502023  0
ле0000008393                            5200312223639000010004,2002023  0
ле0000008393                            3337872414084000010010,5202023  0
ле0000008393                            7317400002187000010003,6502023  0
