ле0000009417                            5202888271038000010023,1002025  0
ле0000009417                            5055148405182000010045,9402025  0
ле0000009417                            5055148414580000010015,1502025  0
ле0000009417                            5055148400316000010020,1502025  0
ле0000009417                            033984007000 000010015,5002025  0
ле0000009417                            4021354037616000010009,9002025  0
ле0000009417                            5205152000037000010004,8902025  0
ле0000009417                            3282770209396000010017,5302025  0
ле0000009417                            3337875518451000010011,4002025  0
ле0000009417                            0033984013162000010033,4202025  0
