ле0000008324                            5206355002644000010000,8702023  0
ле0000008324               207670601    2802076706019000010003,4202023  0
ле0000008324                            8032956140044000010002,0002023  0
ле0000008324                            5200120390011000010008,5202023  0
ле0000008324               005530901    2800055309015000010005,2802023  0
ле0000008324               259670107    2802596701075000010004,0402023  0
ле0000008324                            5206469008563000010007,0402023  0
ле0000008324                            5206680000834000010007,2302023  0
ле0000008324                            5205122003617000010005,4002023  0
ле0000008324                            3282770108149000010010,8702023  0
