ле0000008597                            5201314168171000010018,1202024  0
ле0000008597                            5205152001942000010006,8002024  0
ле0000008597                            8053303590145000010011,0002024  0
ле0000008597                            7070866008659000010009,8402024  0
ле0000008597                            5205122002252000010001,7702024  0
ле0000008597                            5201314168232000010009,3502024  0
ле0000008597                            5205152016946000010008,2502024  0
ле0000008597                            5055148403508000010019,7002024  0
ле0000008597                            5055148400217000010013,0002024  0
ле0000008597                            5213000522297000010005,1902024  0
ле0000008597                            4031626710635000010005,6702024  0
