ле0000008188                            5207071000020000010012,9502023  0
ле0000008188                            5201279010669000010004,8502023  0
ле0000008188               099880107    2800998801072000010006,3202023  0
ле0000008188                            5054563120519000010003,7102023  0
ле0000008188                            5203622265788000010009,5002023  0
ле0000008188               321470106    2803214701064000010005,8702023  0
ле0000008188                            5060406350050000010007,8202023  0
ле0000008188                            5201279036232000010008,6002023  0
ле0000008188                            3522930003335000010014,2002023  0
ле0000008188                            882381082208 000010019,8702023  0
ле0000008188               022830101    2800228301013000010004,0902023  0
ле0000008188                            5202888224348000010009,5202023  0
ле0000008188                            3010665      000010004,0902023  0
