ле0000009223                            5202518000243000010003,1502024  0
ле0000009223                            4030571002994000010018,6902024  0
ле0000009223                            5206355005607000010007,2502024  0
ле0000009223                            3282770148763000010008,4702024  0
ле0000009223                            3282770394313000010022,8502024  0
ле0000009223                            5206938000722000010006,0702024  0
ле0000009223                            5205152001423000010004,8902024  0
ле0000009223                            4719003344269000010035,7002024  0
ле0000009223                            5200120390011000010008,5202024  0
ле0000009223                            5205122002023000010005,9502024  0
ле0000009223                            5391520944314000010006,6302024  0
ле0000009223                            5202888221507000010008,9102024  0
ле0000009223                            2400000720737000010010,5202024  0
ле0000009223                            5201100575244000010008,9902024  0
ле0000009223                            4103040900951000010008,9802024  0
ле0000009223                            5207071000143000010016,6902024  0
ле0000009223                            5213006870606000010009,2602024  0
ле0000009223                            8001841906850000010015,5302024  0
