ле0000007769                            5200120390011000010006,7702022  0
ле0000007769                            3564300000650000010006,6802022  0
ле0000007769                            8003670843733000010007,9202022  0
ле0000007769                            5201279049638000010007,8002022  0
ле0000007769                            3282770204681000010010,7002022  0
ле0000007769                            3577056017506000010005,2202022  0
ле0000007769                            8008843004010000010005,5402022  0
ле0000007769                            5202888100093000010011,9002022  0
ле0000007769                            5202888227141000010004,4702022  0
ле0000007769                            5055148412876000010009,9002022  0
ле0000007769                            5205152002000000010003,7002022  0
ле0000007769                            3282770073348000010006,7202022  0
ле0000007769                            3592610000329000010007,0402022  0
ле0000007769               118870501    2801188705019000010004,2802022  0
ле0000007769               189151803    2801891518036000010001,8202022  0
ле0000007769               206820302    2802068203021000010001,9202022  0
ле0000007769               259670107    2802596701075000010003,4902022  0
ле0000007769               206820202    2802068202024000010002,9302022  0
ле0000007769                            3518646266362000010004,9902022  0
ле0000007769                            3564300000667000010006,6802022  0
