ле0000001653               187820101    2801878201012000010005,4202023  0
ле0000001653               118870501    2801188705019000010004,2802023  0
ле0000001653               287870201    2802878702011000010002,2002023  0
ле0000001653               251830102    2802518301024000030005,2302023  0
ле0000001653               201740102    2802017401027000020004,3502023  0
ле0000001653               122880401    2801228804016000010001,3102023  0
ле0000001653               247300201    2802473002011000010023,9302023  0
ле0000001653               199920101    2801999201014000080002,4302023  0
ле0000001653               238870102    2802388701023000020004,2702023  0
ле0000001653               270500101    2802705001010000030007,1202023  0
ле0000001653               166630102    2801666301023000020003,8502023  0
ле0000001653               237000202    2802370002022000020003,7202023  0
ле0000001653               027580102    2800275801023000020000,8102023  0
ле0000001653                            2809193101017000020001,7702023  0
ле0000001653               283410102    2802834101025000010004,5102023  0
ле0000001653               236610401    2802366104013000080002,3602023  0
ле0000001653               247510102    2802475101026000020003,2702023  0
ле0000001653               299450106    2802994501062000010007,5402023  0
ле0000001653               233170101    2802331701018000010021,7002023  0
ле0000001653               290450102    2802904501021000010079,3502023  0
ле0000001653               199920201    2801999202011000040002,0902023  0
ле0000001653               233230801    2802332308018000020004,0702023  0
ле0000001653               207310101    2802073101015000060001,9402023  0
ле0000001653               307070203    2803070702038000020032,9202023  0
ле0000001653               294520103    2802945201034000030147,3402023  0
ле0000001653               085640202    2800856402021000030001,6902023  0
ле0000001653               046180103    2800461801035000040003,6702023  0
ле0000001653               255430208    2802554302085000010022,0902023  0
ле0000001653               195010101    2801950101018000060002,0402023  0
ле0000001653               131300102    2801313001023000020009,8402023  0
ле0000001653               314400101    2803144001012000020009,1402023  0
ле0000001653               225350104    2802253501048000020003,1502023  0
ле0000001653               175991502    2801759915021000020002,8902023  0
ле0000001653               267880101    2802678801013000010005,5302023  0
ле0000001653               220190502    2802201905027000010016,1102023  0
ле0000001653               314710202    2803147102020000010004,8602023  0
ле0000001653               223050101    2802230501016000040003,2502023  0
ле0000001653               178430101    2801784301011000030006,8702023  0
ле0000001653               093360302    2800933603020000020002,8402023  0
ле0000001653               224440201    2802244402019000010030,6202023  0
ле0000001653               288080101    2802880801016000020003,8102023  0
ле0000001653               175991114    2801759911146000040004,3102023  0
ле0000001653               206300401    2802063004012000030003,6002023  0
ле0000001653               236030708    2802360307083000010016,7902023  0
ле0000001653               307130101    2803071301018000020004,4402023  0
ле0000001653               030440401    2800304404010000020002,1502023  0
ле0000001653               149830103    2801498301031000040003,2602023  0
ле0000001653               307090203    2803070902032000020020,2902023  0
ле0000001653               276380203    2802763802031000030007,4702023  0
ле0000001653               014910101    2800149101013000020001,8002023  0
ле0000001653               073000103    2800730001036000010002,6902023  0
ле0000001653               077210401    2800772104016000010003,6002023  0
ле0000001653               281610203    2802816102033000040021,6002023  0
ле0000001653               183890101    2801838901013000040001,1302023  0
ле0000001653               012970401    2800129704012000020001,4302023  0
ле0000001653               308260205    2803082602050000020034,9702023  0
ле0000001653               210760101    2802107601016000020002,5302023  0
ле0000001653               044100104    2800441001042000020002,7102023  0
ле0000001653               300840201    2803008402016000010022,7202023  0
ле0000001653               317810102    2803178101023000010049,8002023  0
ле0000001653               234990104    2802349901042000020002,8502023  0
ле0000001653                            5202385010302000060000,6902023  0
ле0000001653               233230202    2802332302023000020012,2002023  0
ле0000001653               246560102    2802465601024000010011,7202023  0
ле0000001653               008560306    2800085603060000060003,8502023  0
ле0000001653               166490102    2801664901027000020004,2802023  0
ле0000001653               277030302    2802770303026000010017,3202023  0
ле0000001653               285690202    2802856902020000010048,3402023  0
ле0000001653               197890202    2801978902024000010003,6802023  0
ле0000001653               093361003    2800933610035000040002,6002023  0
ле0000001653               246560802    2802465608023000010004,0002023  0
ле0000001653               250410202    2802504102024000010022,7202023  0
ле0000001653               249040101    2802490401019000030005,4502023  0
ле0000001653               003700101    2800037001012000030001,2502023  0
ле0000001653               030440101    2800304401019000020001,8002023  0
ле0000001653               221560101    2802215601014000020003,6502023  0
ле000000165310.36353                    5200124761008000010006,8302023F 0
ле0000001653               225640102    2802256401024000010027,0502023  0
ле0000001653               269810202    2802698102022000020008,1302023  0
ле0000001653               297010201    2802970102016000020002,4202023  0
ле0000001653               049530201    2800495302010000040000,7302023  0
ле0000001653               241050101    2802410501010000030006,1802023  0
ле0000001653               304700102    2803047001027000020046,9202023  0
ле0000001653               023541001    2800235410012000010003,2702023  0
ле0000001653               136920101    2801369201019000030001,4702023  0
ле000000165310.38105                    4031626710789000010008,0002023F 0
ле0000001653               198180401    2801981804018000020012,3402023  0
ле000000165310.00442                    5201048311140000010003,7602023F 0
ле0000001653               225890105    2802258901058000030004,6602023  0
ле0000001653               306310102    2803063101022000020028,9002023  0
ле0000001653               225890205    2802258902055000020006,2902023  0
ле000000165310.38487                    1143         000010005,9302023F 0
ле0000001653               311360202    2803113602028000020033,0102023  0
ле0000001653               300050103    2803000501038000030033,5402023  0
ле0000001653               207670201    2802076702011000010006,1502023  0
ле0000001653               256730103    2802567301037000010033,3802023  0
ле0000001653               918990101    2809189901010000010002,1802023  0
ле0000001653               032930101    2800329301011000020001,3902023  0
ле0000001653                            7612256538805000010013,9802023  0
ле0000001653               277320107    2802773201077000010005,0202023  0
ле0000001653               322210201    2803222102013000010008,6902023  0
ле000000165310.14244                    5202353048226000010009,9402023F 0
ле0000001653               307210102    2803072101020000010015,1302023  0
ле0000001653               285750102    2802857501024000010014,7202023  0
ле0000001653               224070302    2802240703028000010005,9302023  0
ле0000001653               191310101    2801913101017000010002,5302023  0
ле0000001653               199060202    2801990602025000010024,9802023  0
ле0000001653               201670101    2802016701012000010001,9802023  0
ле0000001653               112200501    2801122005014000010003,3802023  0
ле0000001653               001910204    2800019102041000010001,2402023  0
ле0000001653               272480601    2802724806016000040014,7102023  0
ле0000001653               328050202    2803280502022000020006,8302023  0
ле0000001653               259670107    2802596701075000300004,0402023  0
ле0000001653               311310110    2803113101101000010025,9102023  0
ле0000001653               199630203    2801996302035000020007,7102023  0
ле0000001653               245530101    2802455301019000010002,9402023  0
ле0000001653               312630205    2803126302052000010039,5602023  0
ле0000001653               308090103    2803080901032000050002,4402023  0
ле0000001653               323760108    2803237601082000020029,2702023  0
ле0000001653               189771102    2801897711028000020018,8802023  0
ле0000001653               246561002    2802465610026000010023,4302023  0
ле0000001653               095290201    2800952902012000130001,2802023  0
