ле0000008530               304420102    2803044201024000010006,2002024  0
ле0000008530                            5206938000265000010008,2602024  0
ле0000008530               125580103    2801255801033000010010,5602024  0
ле0000008530                            5203069054761000010008,9002024  0
ле0000008530                            5207071000105000010011,3502024  0
ле0000008530               023280802    2800232808027000010002,4102024  0
ле0000008530               023280101    2800232801011000010001,6402024  0
ле0000008530                            4021354035025000010007,5002024  0
ле0000008530                            5202888281105000010005,1402024  0
ле0000008530                            3337875863377000010012,2702024  0
ле0000008530               309130303    2803091303030000010013,6102024  0
