ле0000008482                            4015600816117000010009,5502023  0
ле0000008482                            5054563109491000010004,7402023  0
ле0000008482                            5200312221673000010009,2002023  0
ле0000008482                            8032472009382000010010,4202023  0
ле0000008482                            8032472009399000010010,4202023  0
ле0000008482                            5202888282003000010006,0802023  0
ле0000008482                            5202888281105000010005,1402023  0
ле0000008482                            5202888281044000010006,4502023  0
ле0000008482                            5205152002338000010006,8002023  0
ле0000008482                            5391520944314000010006,2802023  0
ле0000008482               231770101    2802317701018000010005,4902023  0
ле0000008482               188390302    2801883903024000010004,4902023  0
