ле0000009307                            5201314068471000010008,6602024  0
ле0000009307                            4103040900951000010008,9802024  0
ле0000009307                            3282770205633000010009,3502024  0
ле0000009307               023280603    2800232806030000010003,0002024  0
ле0000009307               023281301    2800232813014000010002,4502024  0
ле0000009307                            5202888101151000010010,4502024  0
ле0000009307                            5202888281013000010004,1902024  0
ле0000009307                            5202888281006000010004,4402024  0
ле0000009307                            3337872411991000010012,0002024  0
ле0000009307                            8012992009123000010011,7402024  0
