ле0000008868                            3577056026645000010006,4802024  0
ле0000008868                            4021354036558000020008,3002024  0
ле0000008868                            5202888010620000010016,9002024  0
ле0000008868                            5702071389262000010013,4302024  0
ле0000008868                            5200120390073000010023,2002024  0
ле0000008868               227440104    2802274401044000010004,7002024  0
ле0000008868                            4210201176596000010008,5202024  0
ле0000008868                            5200321011135000010009,5002024  0
ле0000008868                            5205965180339000010007,6002024  0
ле0000008868                            5205965121011000010010,6702024  0
ле0000008868                            5022339814016000010011,8902024  0
