ле0000008049                            8006540665480000010004,7802023  0
ле0000008049                            5200309851869000010017,5002023  0
ле0000008049               322040108    2803220401088000010002,7302023  0
ле0000008049                            5202888221255000010008,5502023  0
ле0000008049                            5202888230080000010005,0802023  0
ле0000008049                            5202888230066000010006,3502023  0
ле0000008049                            3337875797665000010013,3302023  0
ле0000008049                            5202888230882000010007,1502023  0
ле0000008049                            3564300000667000010007,1602023  0
ле0000008049                            5016221201169000010003,5802023  0
ле0000008049                            8001841906829000010009,5602023  0
