ле0000008191                            5202888224355000010008,8702023  0
ле0000008191                            30162457     000010012,5602023  0
ле0000008191                            3010665      000010004,0902023  0
ле0000008191                            3282770038453000010010,4602023  0
ле0000008191                            3282779354332000010008,7702023  0
ле0000008191                            8032472009382000010010,4202023  0
ле0000008191                            3282770100617000010014,5002023  0
ле0000008191                            5200309851012000010005,9502023  0
ле0000008191                            882381015909 000010019,2802023  0
ле0000008191                            0072239311400000010005,9702023  0
ле0000008191                            5202568510037000010005,5502023  0
ле0000008191                            8470003173704000010012,2402023  0
ле0000008191                            5702071389262000010013,4302023  0
ле0000008191               189151803    2801891518036000010001,9302023  0
ле0000008191               206820202    2802068202024000010003,1102023  0
ле0000008191                            0003398401950000010014,6102023  0
ле0000008191                            8012992009130000010011,4702023  0
ле0000008191                            5203622093824000010011,0002023  0
ле0000008191                            3337875695145000010014,9102023  0
