ле0000009202                            5213000521443000010004,5002024  0
ле0000009202                            3858882101318000010007,8002024  0
ле0000009202                            5205152004394000010008,0602024  0
ле0000009202                            3337875597180000010006,6002024  0
ле0000009202                            3337875597210000010008,3602024  0
ле0000009202               023280603    2800232806030000010003,0002024  0
ле0000009202                            3577051554709000010006,1402024  0
ле0000009202                            4013474113035000010008,9002024  0
ле0000009202                            5205152001423000010004,8902024  0
ле0000009202                            3337875816809000010007,3002024  0
ле0000009202                            5021265221905000010017,3102024  0
