ле0000007775                            5201279005887000010009,0702022  0
ле0000007775                            3282779310741000010010,9002022  0
ле0000007775                            4103040136954000010005,4402022  0
ле0000007775                            4103040001948000010008,2502022  0
ле0000007775                            033984032804 000010017,8902022  0
ле0000007775                            5213006870538000010006,5002022  0
ле0000007775                            5206355024325000010002,2602022  0
ле0000007775               207671102    2802076711020000010001,2202022  0
ле0000007775                            5202888228377000010009,7502022  0
ле0000007775                            5202888271038000010021,8002022  0
ле0000007775                            5202888331015000010007,8502022  0
ле0000007775                            5202888281068000010003,7002022  0
ле0000007775                            5206469008563000010006,7402022  0
ле0000007775                            5206469007832000010003,7602022  0
ле0000007775                            5205965122025000010009,2602022  0
ле0000007775                            033984005082 000010010,4202022  0
