ле0000008401                            5205152014881000010008,4202023  0
ле0000008401                            4032651975884000010006,9002023  0
ле0000008401                            5205152002239000010007,2202023  0
ле0000008401               198180401    2801981804018000010012,3402023  0
ле0000008401               238590201    2802385902010000010004,6002023  0
ле0000008401                            7317400002149000010003,6502023  0
ле0000008401                            5206938000920000010011,5002023  0
ле0000008401               125580103    2801255801033000040010,5602023  0
ле0000008401               023280202    2800232802025000100001,6702023  0
ле0000008401                            3577056001444000010004,1502023  0
ле0000008401                            5205152002338000010006,8002023  0
ле0000008401               206820305    2802068203052000200003,9602023  0
ле0000008401                            5200396011122000010001,5002023  0
