ле0000007578                            3282770143683000010004,6202022  0
ле0000007578                            3282770200201000010010,1002022  0
ле0000007578                            4021354031584000010006,2702022  0
ле0000007578                            5055148400361000010009,9002022  0
ле0000007578                            5206355024301000010000,9502022  0
ле0000007578                            5202888106200000010013,2002022  0
ле0000007578                            3577056010279000020006,7702022  0
ле0000007578                            3337871309282000010006,4902022  0
ле0000007578                            3282779310741000010010,9002022  0
ле0000007578                            5202888223167000010011,9002022  0
ле0000007578                            4049500217668000010004,6702022  0
ле0000007578                            5205152015772000010010,1602022  0
ле0000007578                            5205152011569000010002,6202022  0
ле0000007578               227440101    2802274401013000020005,6902022  0
ле0000007578                            3282770038484000010004,9702022  0
ле0000007578                            5054563068446000010002,7502022  0
ле0000007578                            3337875805025000010006,9802022  0
ле0000007578                            3337871211292000010007,4402022  0
ле0000007578                            3282770072778000010011,4002022  0
ле0000007578                            5201279081607000010009,0602022  0
ле0000007578                            8019561340113000010002,9802022  0
ле0000007578                            5202888227110000010008,8002022  0
ле0000007578                            5202888227141000010004,2002022  0
ле0000007578                            5202888282027000010005,6802022  0
ле0000007578                            5202888281099000010004,9002022  0
ле0000007578                            5019781015153000010023,0002022  0
ле0000007578                            5019781014422000010012,7802022  0
ле0000007578                            5055148401351000010018,5002022  0
ле0000007578                            3337872411793000010009,0102022  0
ле0000007578                            3337875763790000010010,9302022  0
ле0000007578                            3337872410321000010008,7702022  0
ле0000007578                            5702071389262000010011,9502022  0
ле0000007578                            4032651975884000010005,9202022  0
ле0000007578                            4210201135159000010008,2602022  0
ле0000007578                            5205122002856000010004,7002022  0
ле0000007578               309130103    2803091301036000010005,1402022  0
ле0000007578                            2400000449782000010002,5002022  0
ле0000007578                            5205965121028000010015,4802022  0
ле0000007578                            03398401149  000010016,7002022  0
ле0000007578                            033984011205 000010011,9202022  0
ле0000007578                            8032646011326000010007,0002022  0
ле0000007578                            8032646010190000010008,3002022  0
ле0000007578                            8001841906829000010009,5602022  0
