ле0000008276                            3337875598996000010006,6002023  0
ле0000008276                            3337875597210000010007,8902023  0
ле0000008276                            5201314168317000010008,1802023  0
ле0000008276                            5038483194669000010001,7002023  0
ле0000008276                            5206469007023000010007,3402023  0
ле0000008276               005530901    2800055309015000010005,2802023  0
ле0000008276               189151803    2801891518036000010001,9302023  0
ле0000008276                            5213010810346000010003,5002023  0
ле0000008276                            5200321011135000010009,5002023  0
ле0000008276                            3282770112986000010009,4702023  0
ле0000008276                            3282770073942000010010,2302023  0
