ле0000000120                            3700225602450000010013,6802025  0
ле0000000120                            5202518072806000010002,3102025  0
ле0000000120                            5202518000038000010003,9002025  0
ле0000000120                            5202217007154000010009,5402025  0
ле0000000120                            5054563158611000010011,8202025  0
ле0000000120                            5202888228452000010012,4202025  0
ле0000000120                            5205152008293000010007,6002025  0
ле0000000120                            5205152020646000010007,0502025  0
ле0000000120                            5205152000303000010006,8002025  0
ле0000000120                            5205152008262000010004,8202025  0
ле0000000120                            5391520942426000010005,2302025  0
ле0000000120                            3010665      000010004,6802025  0
ле0000000120                            5205122002320000010007,2002025  0
ле0000000120                            3564300001039000010007,8202025  0
ле0000000120                            5203622093824000010011,8202025  0
ле0000000120                            5207071000105000010011,9002025  0
