ле0000008279                            3282770073577000010016,5402023  0
ле0000008279                            3282770110203000010011,8902023  0
ле0000008279                            5206938000364000010005,5102023  0
ле0000008279                            5200309851012000010005,9502023  0
ле0000008279               023280101    2800232801011000010001,5402023  0
ле0000008279                            3577056019920000010003,6102023  0
ле0000008279                            5200143040122000010005,5202023  0
ле0000008279                            4031678036257000010008,1602023  0
ле0000008279                            5019781030750000010011,8302023  0
ле0000008279                            5205152000037000010004,2002023  0
ле0000008279                            094420381    000010006,4502023  0
