ле0000008230                            5201279080846000010008,2002023  0
ле0000008230                            5201314168195000010018,1202023  0
ле0000008230                            3663555001440000010004,6902023  0
ле0000008230                            3577056025785000010004,1502023  0
ле0000008230                            5202888221262000010013,0902023  0
ле0000008230                            5202888224348000010009,5202023  0
ле0000008230                            5202888281068000010003,9602023  0
ле0000008230                            5055148401528000010017,7902023  0
ле0000008230                            5055148413248000010006,5302023  0
ле0000008230                            4897047470332000010002,9902023  0
ле0000008230                            5206469008563000010007,0402023  0
ле0000008230                            5205122001941000010005,4002023  0
ле0000008230                            3433425000640000010010,7802023  0
ле0000008230                            033984017351 000010017,0002023  0
ле0000008230               321470106    2803214701064000010005,8702023  0
