ле0000007864                            5200309851821000010005,2302023  0
ле0000007864                            3577057054289000010004,3302023  0
ле0000007864                            5213010810711000010012,2302023  0
ле0000007864                            5205152000037000010004,2002023  0
ле0000007864                            8012992009123000010011,3502023  0
ле0000007864                            5207071000010000010012,4202023  0
ле0000007864                            3282770139204000010008,8002023  0
ле0000007864                            3282770202854000010014,2002023  0
ле0000007864                            3282770138801000010013,9902023  0
ле0000007864                            3574660258929000010004,1802023  0
ле0000007864                            3592610001364000010006,2802023  0
ле0000007864                            4021354030037000010003,4002023  0
ле0000007864                            5200888271201000010031,1902023  0
ле0000007864                            5202888223167000010012,6102023  0
ле0000007864                            5202888105494000010010,6202023  0
ле0000007864                            5202888102134000010011,2902023  0
ле0000007864                            5205152008866000010005,7002023  0
ле0000007864                            5205152011453000010002,7802023  0
ле0000007864                            5391520945816000010005,7902023  0
ле0000007864               005530901    2800055309015000010004,8002023  0
ле0000007864                            5205122002023000010005,7002023  0
ле0000007864                            3564300001053000010005,3702023  0
ле0000007864                            5022339324010000010012,3402023  0
ле0000007864                            5021265221905000010016,4902023  0
