ле0000008303                            3282779317658000010007,9502023  0
ле0000008303                            5202888224270000010009,1102023  0
ле0000008303                            5205152018025000010004,4202023  0
ле0000008303                            0366479803083000010009,4302023  0
ле0000008303                            140307153822 000010006,5202023  0
ле0000008303                            3337875673907000010008,3102023  0
ле0000008303               321470206    2803214702061000010008,6402023  0
ле0000008303                            5206355024295000010001,0002023  0
ле0000008303                            5206355024325000010002,2602023  0
ле0000008303                            5201279008192000010002,2002023  0
ле0000008303                            5201279008185000010002,2002023  0
ле0000008303                            5200309851012000010005,9502023  0
ле0000008303                            5054563129062000010010,5702023  0
ле0000008303                            3564300031852000010005,8502023  0
ле0000008303                            882381015909 000010019,2802023  0
ле0000008303               023280802    2800232808027000010002,3002023  0
ле0000008303                            3577056026164000010004,1502023  0
ле0000008303                            5202888101106000010008,7702023  0
ле0000008303                            5202888105005000010010,1402023  0
ле0000008303                            4013474116494000010009,1802023  0
ле0000008303                            5205152016946000010008,2502023  0
ле0000008303                            5055148401931000010008,7502023  0
ле0000008303                            8032956140044000010002,0002023  0
ле0000008303               227440104    2802274401044000010004,7002023  0
ле0000008303                            5200312244009000010004,8002023  0
ле0000008303                            5206469008563000010007,0402023  0
ле0000008303                            5203069054754000010009,2602023  0
ле0000008303                            5016221201169000010003,5802023  0
ле0000008303                            8012992009123000010011,7402023  0
ле0000008303                            5027314505002000010006,8102023  0
